Valor1,Codigo_Operador,Valor2,Resultado
13,0,57,70
44,3,72,0.611
46,2,5,230
83,3,88,0.943
47,1,86,-39
2,1,24,-22
100,1,36,64
76,0,21,97
86,3,98,0.878
63,0,68,131
18,1,14,4
88,2,60,5280
62,2,64,3968
80,0,57,137
84,0,14,98
81,0,39,120
49,3,42,1.167
9,3,96,0.094
81,3,3,27.0
21,1,48,-27
3,2,45,135
86,0,40,126
54,3,17,3.176
89,0,87,176
26,2,50,1300
47,1,19,28
11,3,68,0.162
94,0,88,182
94,3,58,1.621
55,0,25,80
80,3,96,0.833
2,0,27,29
16,2,13,208
92,3,61,1.508
7,0,28,35
44,3,79,0.557
11,0,64,75
32,1,47,-15
34,1,74,-40
67,1,44,23
83,2,9,747
4,3,86,0.047
49,3,20,2.45
92,3,15,6.133
97,0,55,152
64,1,40,24
42,2,67,2814
83,0,3,86
12,3,21,0.571
87,0,15,102
44,2,83,3652
46,0,41,87
41,2,87,3567
19,3,54,0.352
8,0,84,92
37,2,97,3589
34,1,7,27
60,1,75,-15
12,2,22,264
57,1,67,-10
5,2,74,370
34,3,77,0.442
31,1,3,28
83,0,70,153
58,3,100,0.58
19,1,92,-73
1,2,89,89
59,2,41,2419
52,1,62,-10
88,0,71,159
31,2,19,589
23,3,47,0.489
97,3,14,6.929
16,1,84,-68
97,3,13,7.462
33,2,23,759
91,2,70,6370
26,2,35,910
35,0,11,46
99,0,19,118
69,3,33,2.091
31,2,43,1333
42,2,62,2604
58,0,45,103
91,3,27,3.37
30,1,77,-47
55,3,95,0.579
8,3,28,0.286
55,1,3,52
84,2,95,7980
18,2,24,432
19,1,25,-6
8,2,52,416
66,0,93,159
86,3,38,2.263
91,1,85,6
26,1,43,-17
44,2,61,2684
54,3,32,1.688
88,1,77,11
71,0,94,165
82,1,71,11
64,2,83,5312
61,3,71,0.859
32,0,31,63
7,2,20,140
99,0,86,185
28,3,40,0.7
47,2,56,2632
36,0,67,103
30,1,10,20
73,2,79,5767
64,3,27,2.37
54,3,36,1.5
22,1,78,-56
98,2,84,8232
53,2,74,3922
83,2,100,8300
92,2,28,2576
22,2,46,1012
53,1,13,40
56,2,26,1456
91,1,18,73
48,2,62,2976
47,0,15,62
6,2,59,354
69,0,60,129
88,1,10,78
82,1,4,78
50,0,98,148
18,1,93,-75
34,3,18,1.889
87,2,89,7743
2,3,3,0.667
48,1,8,40
26,3,21,1.238
12,1,30,-18
50,1,35,15
61,2,27,1647
9,1,22,-13
53,3,78,0.679
73,1,95,-22
69,3,15,4.6
4,2,57,228
13,1,31,-18
47,0,82,129
28,3,65,0.431
35,3,20,1.75
6,2,24,144
70,2,15,1050
46,1,70,-24
20,3,29,0.69
38,3,60,0.633
37,0,42,79
18,3,84,0.214
9,2,38,342
72,3,90,0.8
76,1,36,40
40,1,58,-18
73,1,28,45
37,1,50,-13
76,3,9,8.444
71,0,24,95
52,3,52,1.0
3,1,54,-51
25,2,78,1950
92,1,52,40
91,0,96,187
71,2,9,639
97,2,58,5626
43,2,31,1333
31,0,87,118
83,3,36,2.306
61,2,58,3538
17,2,77,1309
21,2,38,798
49,3,68,0.721
23,2,31,713
21,0,47,68
88,3,44,2.0
87,1,47,40
51,1,57,-6
1,2,10,10
49,0,46,95
1,0,61,62
27,2,37,999
7,2,76,532
99,3,83,1.193
89,0,29,118
63,3,63,1.0
42,2,27,1134
72,0,18,90
7,3,19,0.368
10,1,74,-64
38,2,41,1558
19,3,39,0.487
80,3,15,5.333
19,0,20,39
7,1,66,-59
63,0,77,140
80,0,66,146
7,2,10,70
92,3,40,2.3
81,0,48,129
1,2,77,77
19,3,15,1.267
6,1,40,-34
97,2,66,6402
98,3,87,1.126
62,1,68,-6
2,1,61,-59
100,1,73,27
89,0,96,185
5,2,13,65
65,3,91,0.714
80,2,67,5360
33,0,51,84
77,3,86,0.895
71,1,1,70
17,2,81,1377
84,2,99,8316
97,1,69,28
72,0,85,157
10,1,7,3
99,0,7,106
51,0,22,73
61,1,91,-30
94,0,97,191
8,2,51,408
94,1,61,33
71,3,74,0.959
21,1,85,-64
52,3,14,3.714
15,2,76,1140
3,0,25,28
56,1,86,-30
62,1,1,61
64,0,71,135
2,2,35,70
71,0,82,153
11,0,73,84
5,3,77,0.065
97,1,2,95
36,2,34,1224
61,1,24,37
39,2,36,1404
51,0,89,140
53,3,84,0.631
24,2,47,1128
21,1,18,3
53,1,92,-39
40,3,26,1.538
12,3,32,0.375
87,3,21,4.143
97,2,74,7178
82,0,30,112
85,1,91,-6
19,1,20,-1
83,0,12,95
3,0,92,95
56,1,19,37
98,2,35,3430
8,0,93,101
64,1,77,-13
79,1,22,57
20,1,55,-35
70,3,21,3.333
27,1,73,-46
61,0,34,95
83,0,79,162
5,2,85,425
60,2,87,5220
23,1,94,-71
52,3,43,1.209
66,0,35,101
88,0,80,168
12,1,42,-30
31,1,40,-9
22,1,68,-46
64,1,10,54
96,2,60,5760
80,2,85,6800
41,2,93,3813
53,0,53,106
78,1,96,-18
49,2,84,4116
95,2,46,4370
63,1,64,-1
55,2,46,2530
93,3,48,1.938
46,3,66,0.697
27,1,6,21
58,0,54,112
36,3,91,0.396
74,3,82,0.902
83,1,34,49
82,2,48,3936
23,1,27,-4
29,3,86,0.337
57,3,18,3.167
69,2,13,897
22,1,1,21
69,0,2,71
10,3,61,0.164
25,3,36,0.694
84,1,35,49
78,1,29,49
42,1,51,-9
66,3,29,2.276
53,2,61,3233
36,0,76,112
1,3,23,0.043
46,1,60,-14
6,3,28,0.214
70,3,51,1.373
15,2,19,285
39,3,64,0.609
47,0,24,71
69,0,69,138
62,3,61,1.016
6,0,50,56
18,3,83,0.217
38,2,42,1596
9,3,30,0.3
70,1,79,-9
14,0,98,112
63,0,65,128
96,2,26,2496
79,2,37,2923
39,0,43,82
36,1,83,-47
25,2,87,2175
78,2,96,7488
19,0,99,118
21,2,91,1911
54,2,16,864
46,2,66,3036
34,2,12,408
17,3,45,0.378
33,1,75,-42
100,2,97,9700
27,3,24,1.125
86,0,37,123
47,0,91,138
26,0,28,54
51,1,47,4
91,0,38,129
94,0,85,179
46,2,37,1702
88,3,35,2.514
91,3,52,1.75
11,3,2,5.5
38,0,40,78
80,1,38,42
44,1,60,-16
36,1,16,20
36,3,37,0.973
12,2,34,408
33,1,8,25
70,3,96,0.729
20,3,26,0.769
43,1,34,9
30,3,78,0.385
71,0,33,104
60,2,34,2040
39,2,94,3666
26,0,95,121
16,2,18,288
9,2,99,891
84,3,67,1.254
76,1,73,3
1,3,30,0.033
40,1,95,-55
25,2,41,1025
92,2,44,4048
99,3,78,1.269
31,0,96,127
51,2,19,969
16,0,62,78
17,0,44,61
97,0,52,149
100,1,63,37
95,3,89,1.067
39,1,69,-30
41,0,7,48
77,1,74,3
3,1,91,-88
24,3,63,0.381
90,3,17,5.294
69,2,82,5658
67,3,29,2.31
80,0,8,88
41,3,65,0.631
62,2,8,496
92,1,89,3
1,2,19,19
8,2,22,176
88,0,1,89
66,1,25,41
49,0,55,104
1,0,70,71
90,1,91,-1
8,0,81,89
63,1,17,46
96,2,93,8928
69,3,6,11.5
58,1,93,-35
96,1,98,-2
89,0,38,127
58,3,6,9.667
86,3,81,1.062
87,1,84,3
81,3,44,1.841
36,2,74,2664
72,0,27,99
91,1,92,-1
85,1,86,-1
19,0,29,48
16,2,44,704
11,2,43,473
87,3,30,2.9
80,0,75,155
81,0,57,138
59,2,52,3068
68,3,86,0.791
86,2,15,1290
76,2,32,2432
28,0,59,87
58,1,26,32
96,1,31,65
11,0,15,26
92,2,78,7176
33,0,60,93
87,1,17,70
72,0,94,166
88,2,2,176
99,0,16,115
51,0,31,82
100,3,70,1.429
17,1,43,-26
86,2,64,5504
48,3,18,2.667
3,0,34,37
96,3,33,2.909
38,2,83,3154
15,3,39,0.385
94,1,98,-4
18,2,31,558
67,3,50,1.34
32,1,7,25
70,3,91,0.769
11,0,82,93
51,0,98,149
57,1,94,-37
18,3,2,9.0
33,3,53,0.623
86,3,33,2.606
89,1,93,-4
88,2,93,8184
82,0,39,121
70,2,94,6580
64,2,86,5504
83,0,21,104
41,0,65,106
5,3,19,0.263
58,3,76,0.763
6,3,34,0.176
2,2,76,152
55,1,97,-42
97,1,39,58
8,3,18,0.444
61,1,61,0
52,1,89,-37
1,3,77,0.013
50,0,95,145
60,1,35,25
90,2,88,7920
18,1,51,-33
57,1,27,30
56,1,56,0
23,3,95,0.242
89,1,26,63
61,0,43,104
83,0,88,171
20,0,69,89
55,1,30,25
61,2,57,3477
79,1,59,20
19,1,52,-33
52,1,22,30
16,1,44,-28
75,1,80,-5
100,2,86,8600
62,3,88,0.705
26,2,32,832
31,0,17,48
53,0,62,115
74,1,54,20
89,2,33,2937
88,3,84,1.048
38,1,76,-38
40,2,20,800
28,2,80,2240
60,3,10,6.0
36,0,18,54
33,2,15,495
58,0,63,121
34,2,2,68
26,2,95,2470
64,0,10,74
44,0,66,110
75,1,13,62
89,3,59,1.508
71,2,31,2201
96,3,95,1.011
8,3,39,0.205
63,2,72,4536
31,0,84,115
38,1,9,29
19,2,85,1615
68,3,58,1.172
56,3,54,1.037
14,0,40,54
36,0,85,121
63,0,7,70
22,1,38,-16
63,1,96,-33
74,3,40,1.85
81,3,26,3.115
73,2,37,2701
54,3,63,0.857
47,0,33,80
6,0,59,65
6,2,16,96
20,3,58,0.345
46,1,97,-51
14,3,17,0.824
94,0,27,121
82,3,13,6.308
43,3,68,0.632
66,1,37,29
63,0,74,137
76,1,63,13
40,1,85,-45
40,2,37,1480
91,2,30,2730
82,3,5,16.4
14,3,30,0.467
96,3,96,1.0
13,3,5,2.6
86,0,46,132
49,2,95,4655
49,3,33,1.485
26,0,37,63
11,0,3,14
33,0,48,81
46,1,30,16
5,3,78,0.064
72,1,98,-26
92,1,79,13
56,2,40,2240
44,2,87,3828
5,1,21,-16
24,3,73,0.329
38,0,49,87
27,3,21,1.286
80,3,23,3.478
40,1,18,22
59,3,16,3.688
15,3,98,0.153
32,1,86,-54
26,1,80,-54
64,0,68,132
3,1,14,-11
54,2,89,4806
37,3,52,0.712
95,1,20,75
8,0,23,31
63,3,55,1.145
59,1,42,17
92,1,12,80
48,2,93,4464
11,2,90,990
16,0,71,87
17,0,53,70
96,1,21,75
32,2,6,192
86,2,21,1806
98,0,50,148
41,0,16,57
74,3,68,1.088
40,3,87,0.46
19,2,50,950
87,1,7,80
64,2,32,2048
63,2,25,1575
26,1,13,13
80,0,17,97
88,0,10,98
83,2,5,415
28,0,1,29
8,0,90,98
75,2,21,1575
47,3,76,0.618
48,0,73,121
15,2,30,450
10,1,34,-24
72,0,36,108
84,3,5,16.8
45,2,14,630
51,3,89,0.573
8,3,31,0.258
19,0,38,57
13,1,68,-55
80,0,84,164
27,2,6,162
56,3,46,1.217
30,3,26,1.154
81,0,66,147
65,1,36,29
91,3,83,1.096
66,0,32,98
88,0,77,165
76,2,43,3268
48,3,57,0.842
28,0,68,96
45,2,27,1215
78,2,9,702
97,1,29,68
61,1,51,10
99,0,25,124
51,0,40,91
24,1,53,-29
58,0,51,109
21,1,45,-24
88,2,58,5104
11,3,81,0.136
35,2,58,2030
13,1,1,12
45,3,54,0.833
58,2,91,5278
93,1,64,29
90,1,56,34
99,3,21,4.714
50,0,37,87
11,0,91,102
71,2,99,7029
13,3,35,0.371
17,2,96,1632
20,1,82,-62
100,0,81,181
53,1,52,1
47,1,46,1
51,2,79,4029
83,3,96,0.865
85,1,51,34
52,3,41,1.268
11,1,68,-57
82,0,48,130
49,1,73,-24
45,3,43,1.047
82,1,43,39
83,0,30,113
68,2,47,3196
36,3,46,0.783
87,3,29,3.0
15,1,77,-62
48,0,3,51
12,1,69,-57
31,1,67,-36
60,3,86,0.698
59,2,10,590
65,2,45,2925
68,3,53,1.283
83,2,96,7968
53,0,4,57
20,1,15,5
47,3,39,1.205
11,1,1,10
67,1,71,-4
61,0,52,113
20,0,78,98
84,0,86,170
15,1,10,5
46,2,86,3956
36,3,58,0.621
12,1,2,10
82,2,22,1804
44,2,25,1100
53,3,13,4.077
94,2,1,94
21,3,58,0.362
19,3,94,0.202
54,2,38,2052
31,0,26,57
55,1,67,-12
19,1,89,-70
34,1,34,0
67,1,4,63
78,2,11,858
85,3,93,0.914
28,2,18,504
74,1,91,-17
45,1,19,26
72,3,9,8.0
6,0,1,7
31,0,93,124
42,1,11,31
68,1,79,-11
8,3,11,0.727
58,2,42,2436
74,3,78,0.949
14,0,49,63
36,0,94,130
63,0,16,79
77,2,17,1309
23,3,5,4.6
74,1,24,50
1,0,67,68
69,2,33,2277
49,2,69,3381
70,2,49,3430
32,2,17,544
46,3,15,3.067
89,0,35,124
6,0,68,74
35,1,42,-7
84,3,9,9.333
68,1,12,56
67,2,3,201
31,2,9,279
70,1,39,31
49,2,80,3920
13,2,54,702
63,0,83,146
30,2,2,60
94,3,6,15.667
95,2,93,8835
36,1,43,-7
68,3,39,1.744
30,1,37,-7
81,0,54,135
56,2,29,1624
86,0,55,141
4,3,36,0.111
89,2,13,1157
23,3,41,0.561
11,0,12,23
76,1,100,-24
33,0,57,90
91,1,45,46
99,3,70,1.414
88,1,37,51
81,3,99,0.818
89,3,13,6.846
66,2,31,2046
15,3,10,1.5
31,3,5,6.2
16,0,13,29
38,0,58,96
1,1,91,-90
30,2,14,420
97,0,3,100
39,1,96,-57
21,3,100,0.21
22,3,96,0.229
8,2,21,168
44,0,5,49
86,3,62,1.387
3,0,31,34
27,3,25,1.08
84,1,72,12
77,2,11,847
8,0,32,40
76,1,33,43
40,1,55,-15
18,2,38,684
20,3,69,0.29
16,0,80,96
1,1,24,-23
44,3,89,0.494
17,0,62,79
98,1,65,33
98,0,59,157
83,0,18,101
95,1,57,38
34,2,92,3128
74,2,99,7326
19,2,44,836
67,2,88,5896
88,0,19,107
74,2,58,4292
98,2,81,7938
8,0,99,107
58,1,53,5
16,1,69,-53
48,3,86,0.558
54,1,74,-20
87,1,44,43
74,2,17,1258
51,3,67,0.761
76,0,81,157
40,2,13,520
18,2,28,504
65,2,10,650
17,1,70,-53
97,2,91,8827
23,0,83,106
32,3,67,0.478
16,1,2,14
60,2,25,1500
54,1,7,47
86,1,81,5
44,1,97,-53
84,2,86,7224
33,3,80,0.412
36,0,15,51
58,0,60,118
100,0,23,123
17,1,3,14
55,0,85,140
41,2,69,2829
43,1,71,-28
48,2,22,1056
8,2,63,504
7,1,93,-86
89,3,16,5.562
45,1,98,-53
57,2,52,2964
4,1,85,-81
46,2,43,1978
97,1,66,31
60,0,86,146
42,1,90,-48
92,2,30,2760
31,3,82,0.378
94,2,16,1504
44,1,30,14
100,1,100,0
69,3,99,0.697
21,2,36,756
18,1,78,-60
92,3,90,1.022
10,3,43,0.233
4,3,9,0.444
78,0,45,123
62,3,25,2.48
100,0,90,190
43,1,4,39
7,1,26,-19
45,1,31,14
94,2,83,7802
4,1,18,-14
10,3,57,0.175
20,0,20,40
20,3,72,0.278
87,0,75,162
47,0,30,77
13,2,72,936
44,3,34,1.294
48,0,12,60
47,1,83,-36
77,3,28,2.75
100,1,33,67
18,1,11,7
57,0,49,106
86,3,11,7.818
85,3,6,14.167
48,1,84,-36
5,2,95,475
50,2,73,3650
61,0,61,122
73,3,80,0.912
15,2,41,615
79,1,19,60
20,0,87,107
66,2,20,1320
73,1,13,60
75,1,40,35
44,3,12,3.667
26,0,34,60
34,2,11,374
96,2,8,768
8,2,20,160
22,2,40,880
74,1,14,60
31,0,35,66
38,1,36,2
54,2,24,1296
40,2,69,2760
9,3,24,0.375
1,0,9,10
34,1,71,-37
67,1,41,26
18,3,99,0.182
73,0,65,138
64,1,37,27
32,0,91,123
95,2,47,4465
66,1,64,2
59,2,75,4425
23,2,60,1380
31,3,74,0.419
63,0,25,88
5,3,61,0.082
51,3,34,1.5
27,2,53,1431
1,0,76,77
18,2,25,450
71,3,86,0.826
81,2,95,7695
36,2,26,936
6,0,77,83
72,0,33,105
59,0,80,139
29,3,90,0.322
68,1,49,19
11,0,21,32
90,0,100,190
72,1,58,14
75,0,29,104
37,2,28,1036
36,1,80,-44
69,2,24,1656
30,1,74,-44
51,0,37,88
98,2,46,4508
45,3,9,5.0
87,2,40,3480
77,2,43,3311
91,1,82,9
26,1,40,-14
3,0,40,43
55,2,96,5280
88,1,74,14
82,1,68,14
45,3,4,11.25
59,1,2,57
8,0,41,49
89,3,81,1.099
11,0,88,99
75,0,96,171
36,1,13,23
17,3,1,17.0
30,1,7,23
93,0,67,160
50,1,99,-49
9,1,86,-77
5,2,45,225
8,3,97,0.082
57,2,97,5529
98,0,68,166
83,0,27,110
91,1,15,76
13,1,95,-82
23,0,25,48
13,2,13,169
45,0,70,115
88,1,7,81
82,1,1,81
18,1,90,-72
69,3,45,1.533
80,2,56,4480
53,0,1,54
50,1,32,18
9,1,19,-10
73,1,92,-19
58,0,2,60
76,0,90,166
77,2,63,4851
9,2,97,873
77,0,72,149
44,1,20,24
13,1,28,-15
84,0,83,167
23,0,92,115
32,2,57,1824
43,3,2,21.5
77,2,37,2849
29,3,91,0.319
41,3,7,5.857
35,3,12,2.917
93,1,91,2
25,2,89,2225
81,3,67,1.209
26,3,92,0.283
95,0,31,126
5,2,34,170
75,3,61,1.23
61,2,56,3416
16,2,75,1200
23,3,35,0.657
37,1,47,-10
56,3,83,0.675
100,0,32,132
47,1,73,-26
87,3,88,0.989
99,3,31,3.194
55,0,94,149
11,1,95,-84
22,2,42,924
48,2,53,2544
94,3,37,2.541
6,2,93,558
15,2,98,1470
93,1,24,69
65,2,46,2990
7,0,97,104
87,3,49,1.776
73,0,53,126
95,0,98,193
47,2,57,2679
87,3,17,5.118
14,1,36,-22
70,3,60,1.167
47,1,6,41
78,0,54,132
100,0,99,199
11,1,28,-17
79,0,36,115
25,2,43,1075
25,0,56,81
87,0,84,171
41,3,3,13.667
71,1,65,6
84,2,10,840
10,1,71,-61
61,2,87,5307
52,3,87,0.598
11,2,69,759
82,3,57,1.439
56,0,76,132
42,3,12,3.5
67,1,31,36
57,0,58,115
85,3,46,1.848
18,3,52,0.346
6,1,37,-31
93,2,13,1209
57,2,31,1767
64,2,94,6016
2,1,58,-56
62,2,58,3596
87,3,80,1.087
58,3,38,1.526
37,2,31,1147
9,0,61,70
2,2,62,124
10,3,6,1.667
75,0,17,92
27,0,32,59
61,1,88,-27
94,1,58,36
35,0,80,115
67,3,55,1.218
53,2,53,2809
76,3,8,9.5
77,1,59,18
40,0,81,121
1,0,18,19
68,0,73,141
61,1,21,40
27,0,99,126
17,2,3,51
98,3,80,1.225
68,1,39,29
32,0,100,132
17,0,59,76
59,0,22,81
81,0,5,86
41,2,45,1845
35,2,8,280
43,0,48,91
85,0,41,126
28,0,7,35
64,1,74,-10
88,3,100,0.88
35,1,2,33
33,0,8,41
93,3,37,2.514
65,3,23,2.826
27,1,70,-43
37,0,44,81
44,2,51,2244
59,0,89,148
23,1,91,-68
89,2,50,4450
31,1,37,-6
87,2,63,5481
22,1,65,-43
37,3,14,2.643
91,2,83,7553
84,1,99,-15
88,3,69,1.275
29,0,63,92
88,3,65,1.354
11,0,30,41
64,3,96,0.667
30,0,100,130
27,1,3,24
34,0,64,98
23,2,56,1288
93,0,9,102
55,2,1,55
4,2,28,112
68,2,96,6528
11,3,59,0.186
50,2,61,3050
23,2,58,1334
41,3,6,6.833
60,0,83,143
84,1,32,52
94,2,91,8554
31,3,76,0.408
58,2,32,1856
42,1,48,-6
4,2,42,168
65,0,84,149
56,2,43,2408
12,0,86,98
18,3,41,0.439
13,0,68,81
93,0,76,169
26,1,77,-51
46,1,57,-11
11,2,24,264
2,3,30,0.067
58,3,85,0.682
18,0,33,51
92,3,100,0.92
50,3,52,0.962
84,2,14,1176
84,0,25,109
23,0,34,57
45,0,79,124
35,3,71,0.493
46,2,75,3450
26,3,91,0.286
73,2,9,657
63,2,71,4473
91,2,82,7462
52,1,7,45
84,3,2,42.0
92,0,73,165
15,0,53,68
9,2,28,252
53,3,71,0.746
76,2,41,3116
11,3,4,2.75
76,0,99,175
43,1,98,-55
37,2,34,1258
31,2,84,2604
62,0,47,109
84,0,92,176
2,0,38,40
19,3,93,0.204
16,3,92,0.174
26,2,77,2002
51,1,44,7
70,0,95,165
63,3,90,0.7
75,3,10,7.5
80,1,35,45
44,1,57,-13
95,0,40,135
13,1,65,-52
72,3,83,0.867
3,3,25,0.12
43,3,26,1.654
57,2,76,4332
10,1,61,-51
14,2,86,1204
43,1,31,12
5,3,62,0.081
63,2,14,882
7,1,53,-46
27,2,100,2700
99,1,59,40
63,1,81,-18
6,3,2,3.0
65,0,14,79
70,3,40,1.75
81,3,70,1.157
90,3,19,4.737
77,3,18,4.278
62,1,55,7
48,2,58,2784
100,1,60,40
73,0,62,135
97,3,69,1.406
56,3,22,2.545
3,1,88,-85
23,3,38,0.605
62,3,32,1.938
64,3,83,0.771
77,2,89,6853
96,3,86,1.116
56,0,18,74
78,0,63,141
25,0,65,90
70,3,70,1.0
81,3,27,3.0
63,1,14,49
25,3,59,0.424
43,0,36,79
65,0,81,146
96,1,95,1
14,2,67,938
87,0,93,180
10,2,14,140
51,3,32,1.594
29,1,18,11
47,1,43,4
30,0,21,51
61,3,80,0.762
52,0,66,118
93,3,24,3.875
25,3,98,0.255
93,3,74,1.257
86,3,23,3.739
97,3,71,1.366
56,0,85,141
71,3,69,1.029
57,0,67,124
35,2,71,2485
34,2,20,680
21,1,5,16
4,0,69,73
84,3,28,3.0
22,0,40,62
80,2,87,6960
32,1,71,-39
24,3,42,0.571
34,1,98,-64
15,3,82,0.183
28,1,92,-64
75,0,26,101
27,0,41,68
81,3,52,1.558
53,2,40,2120
18,2,22,396
53,3,65,0.815
27,3,18,1.5
17,0,1,18
35,0,89,124
96,0,80,176
6,3,51,0.118
99,2,11,1089
70,3,37,1.892
5,1,97,-92
7,3,83,0.084
71,2,100,7100
92,2,16,1472
67,0,45,112
32,1,4,28
52,3,8,6.5
47,2,96,4512
34,1,31,3
80,3,22,3.636
28,1,25,3
60,1,99,-39
5,0,63,68
26,2,9,234
54,0,30,84
57,1,91,-34
84,2,18,1512
31,1,27,4
10,0,64,74
3,3,63,0.048
70,2,12,840
59,0,31,90
85,2,74,6290
76,0,20,96
98,0,65,163
55,1,94,-39
77,0,2,79
52,1,86,-34
39,2,62,2418
68,2,42,2856
23,3,32,0.719
17,2,22,374
23,1,14,9
85,0,50,135
60,1,32,28
7,3,40,0.175
29,0,5,34
96,2,99,9504
56,1,53,3
56,0,15,71
90,0,51,141
36,3,72,0.5
66,3,87,0.759
84,1,22,62
61,2,34,2074
93,3,49,1.898
37,0,53,90
59,0,98,157
60,3,28,2.143
55,1,27,28
55,0,24,79
19,1,49,-30
77,0,69,146
91,3,92,0.989
52,1,19,33
16,1,41,-25
69,2,14,966
60,0,25,85
82,1,95,-13
70,0,46,116
41,2,51,2091
10,2,11,110
49,3,8,6.125
7,0,27,34
70,1,71,-1
29,0,72,101
30,1,34,-4
66,3,11,6.0
34,0,73,107
93,0,18,111
56,2,57,3192
33,3,95,0.347
100,0,29,129
40,0,20,60
17,2,26,442
53,1,37,16
28,3,80,0.35
13,3,51,0.255
91,1,42,49
85,1,36,49
60,0,92,152
56,2,32,1792
87,0,14,101
82,1,28,54
98,2,11,1078
7,0,94,101
15,3,49,0.306
54,2,63,3402
63,3,70,0.9
5,3,33,0.152
92,0,15,107
69,2,44,3036
12,0,95,107
50,1,59,-9
28,2,64,1792
86,3,14,6.143
37,3,44,0.841
13,0,77,90
9,1,46,-37
18,0,42,60
79,0,33,112
53,3,6,8.833
41,3,68,0.603
42,3,54,0.778
22,3,93,0.237
19,3,92,0.207
85,3,1,85.0
93,2,24,2232
84,0,34,118
23,0,43,66
23,2,50,1150
87,0,81,168
72,3,4,18.0
85,3,23,3.696
1,2,88,88
73,3,10,7.3
56,3,64,0.875
46,1,94,-48
23,2,52,1196
89,3,20,4.45
92,0,82,174
7,2,84,588
76,1,60,16
12,2,50,600
79,3,23,3.435
7,3,89,0.079
40,1,82,-42
73,1,52,21
15,0,62,77
32,2,68,2176
37,1,74,-37
48,3,44,1.091
76,2,52,3952
89,2,30,2670
52,2,73,3796
78,2,26,2028
65,2,30,1950
83,3,52,1.596
79,2,41,3239
62,0,56,118
73,3,43,1.698
3,1,78,-75
2,0,47,49
8,1,22,-14
10,2,24,240
9,0,58,67
6,2,85,510
94,3,85,1.106
68,0,3,71
92,1,76,16
45,3,71,0.634
95,3,30,3.167
51,2,72,3672
85,3,39,2.179
50,3,59,0.847
26,3,52,0.5
73,0,4,77
40,1,15,25
69,3,21,3.286
32,0,30,62
37,1,7,30
87,1,71,16
51,1,81,-30
89,3,40,2.225
40,0,78,118
3,1,11,-8
25,0,7,32
84,2,22,1848
56,3,30,1.867
95,1,17,78
80,1,72,8
43,3,8,5.375
59,1,39,20
65,0,23,88
92,1,9,83
33,2,13,429
21,2,10,210
6,2,50,300
98,3,8,12.25
13,2,56,728
10,1,98,-88
25,2,91,2275
43,1,68,-25
58,1,13,45
73,0,71,144
7,1,90,-83
52,0,8,60
32,0,97,129
74,0,53,127
54,1,34,20
87,1,4,83
51,1,14,37
56,0,27,83
78,0,72,150
6,1,64,-58
100,3,33,3.03
65,1,100,-35
25,0,74,99
4,0,11,15
62,1,92,-30
2,1,85,-83
100,1,97,3
93,2,35,3255
2,3,12,0.167
43,0,45,88
45,3,2,22.5
84,3,7,12.0
64,3,25,2.56
24,0,83,107
32,3,32,1.0
85,3,30,2.833
10,1,31,-21
97,1,93,4
44,2,92,4048
94,1,85,9
7,1,23,-16
24,2,74,1776
30,0,30,60
52,0,75,127
7,3,16,0.438
61,3,41,1.488
38,2,27,1026
56,0,94,150
35,0,31,66
96,0,22,118
57,0,76,133
65,1,33,32
80,3,2,40.0
42,0,42,84
87,3,42,2.071
62,1,25,37
2,1,18,-16
4,0,78,82
100,1,30,70
22,0,49,71
21,2,99,2079
51,2,87,4437
97,1,26,71
88,3,50,1.76
78,2,28,2184
61,1,48,13
94,1,18,76
5,0,5,10
75,0,35,110
27,0,50,77
24,1,50,-26
30,0,97,127
34,0,61,95
21,1,42,-21
60,2,93,5580
54,3,31,1.742
93,0,6,99
8,2,32,256
67,3,21,3.19
20,3,76,0.263
96,0,89,185
35,0,98,133
51,3,86,0.593
56,1,43,13
98,0,7,105
21,0,46,67
53,1,54,-1
14,3,26,0.538
45,0,9,54
63,3,80,0.787
15,3,93,0.161
93,3,20,4.65
79,2,34,2686
5,0,72,77
61,2,98,5978
48,1,49,-1
59,2,15,885
20,1,79,-59
54,0,39,93
13,0,65,78
83,3,8,10.375
35,2,87,3045
9,3,100,0.09
76,0,29,105
98,0,74,172
10,3,82,0.122
93,3,39,2.385
77,0,11,88
24,0,13,37
31,1,64,-33
64,1,34,30
85,0,59,144
29,0,14,43
33,2,86,2838
65,2,31,2015
86,1,66,20
37,0,62,99
83,1,58,25
76,0,96,172
55,0,33,88
77,0,78,155
81,1,61,20
60,0,34,94
22,3,55,0.4
3,3,38,0.079
32,2,79,2528
78,1,53,25
7,0,36,43
29,0,81,110
42,1,75,-33
67,1,1,66
24,2,42,1008
33,2,28,924
55,3,45,1.222
46,1,84,-38
100,0,38,138
73,2,66,4818
55,0,100,155
97,0,63,160
66,2,98,6468
14,2,29,406
47,3,74,0.635
75,3,90,0.833
20,3,77,0.26
45,1,16,29
87,0,23,110
4,1,3,1
46,0,49,95
42,1,8,34
92,3,55,1.673
68,1,76,-8
10,0,3,13
59,3,74,0.797
55,2,83,4565
8,1,12,-4
46,1,17,29
78,0,60,138
54,2,49,2646
18,0,51,69
79,0,42,121
37,2,37,1369
33,1,99,-66
16,2,19,304
10,2,26,260
44,2,77,3388
49,3,53,0.925
28,2,2,56
